,geography,stratum,date,resistance_pct,organism,series_id,model_region,prescribing_rate
10314,South East,Glycopeptides,2025-06-01,50.0,e_faecalis,e_faecalis__Glycopeptides__South East,South East,1.35
10315,South East,Glycopeptides,2025-06-01,50.0,e_faecalis,e_faecalis__Glycopeptides__South East,South East,0.8
10316,South East,Glycopeptides,2025-06-01,50.0,e_faecalis,e_faecalis__Glycopeptides__South East,South East,8.31
10317,South East,Glycopeptides,2025-06-01,50.0,e_faecalis,e_faecalis__Glycopeptides__South East,South East,30.92
10318,South East,Glycopeptides,2025-06-01,40.67,e_faecium,e_faecium__Glycopeptides__South East,South East,1.35
10319,South East,Glycopeptides,2025-06-01,40.67,e_faecium,e_faecium__Glycopeptides__South East,South East,0.8
10320,South East,Glycopeptides,2025-06-01,40.67,e_faecium,e_faecium__Glycopeptides__South East,South East,8.31
10321,South East,Glycopeptides,2025-06-01,40.67,e_faecium,e_faecium__Glycopeptides__South East,South East,30.92
10322,South East,Amikacin,2025-06-01,0.84,k_pneumoniae,k_pneumoniae__Amikacin__South East,South East,1.35
10323,South East,Amikacin,2025-06-01,0.84,k_pneumoniae,k_pneumoniae__Amikacin__South East,South East,0.8
10324,South East,Amikacin,2025-06-01,0.84,k_pneumoniae,k_pneumoniae__Amikacin__South East,South East,8.31
10325,South East,Amikacin,2025-06-01,0.84,k_pneumoniae,k_pneumoniae__Amikacin__South East,South East,30.92
10326,South East,Carbapenems,2025-06-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South East,South East,1.35
10327,South East,Carbapenems,2025-06-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South East,South East,0.8
10328,South East,Carbapenems,2025-06-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South East,South East,8.31
10329,South East,Carbapenems,2025-06-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South East,South East,30.92
10330,South East,Ciprofloxacin,2025-06-01,11.51,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,1.35
10331,South East,Ciprofloxacin,2025-06-01,11.51,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,0.8
10332,South East,Ciprofloxacin,2025-06-01,11.51,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,8.31
10333,South East,Ciprofloxacin,2025-06-01,11.51,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South East,South East,30.92
10334,South East,Co-amoxiclav,2025-06-01,33.45,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South East,South East,1.35
10335,South East,Co-amoxiclav,2025-06-01,33.45,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South East,South East,0.8
10336,South East,Co-amoxiclav,2025-06-01,33.45,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South East,South East,8.31
10337,South East,Co-amoxiclav,2025-06-01,33.45,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South East,South East,30.92
10338,South East,Gentamicin,2025-06-01,6.87,k_pneumoniae,k_pneumoniae__Gentamicin__South East,South East,1.35
10339,South East,Gentamicin,2025-06-01,6.87,k_pneumoniae,k_pneumoniae__Gentamicin__South East,South East,0.8
10340,South East,Gentamicin,2025-06-01,6.87,k_pneumoniae,k_pneumoniae__Gentamicin__South East,South East,8.31
10341,South East,Gentamicin,2025-06-01,6.87,k_pneumoniae,k_pneumoniae__Gentamicin__South East,South East,30.92
10342,South East,Piperacillin with tazobactam,2025-06-01,18.28,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South East,South East,1.35
10343,South East,Piperacillin with tazobactam,2025-06-01,18.28,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South East,South East,0.8
10344,South East,Piperacillin with tazobactam,2025-06-01,18.28,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South East,South East,8.31
10345,South East,Piperacillin with tazobactam,2025-06-01,18.28,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South East,South East,30.92
10346,South East,Third Generation Cephalosporins,2025-06-01,14.33,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South East,South East,1.35
10347,South East,Third Generation Cephalosporins,2025-06-01,14.33,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South East,South East,0.8
10348,South East,Third Generation Cephalosporins,2025-06-01,14.33,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South East,South East,8.31
10349,South East,Third Generation Cephalosporins,2025-06-01,14.33,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South East,South East,30.92
10350,South East,Amikacin,2025-06-01,0.7,p_aeruginosa,p_aeruginosa__Amikacin__South East,South East,1.35
10351,South East,Amikacin,2025-06-01,0.7,p_aeruginosa,p_aeruginosa__Amikacin__South East,South East,0.8
10352,South East,Amikacin,2025-06-01,0.7,p_aeruginosa,p_aeruginosa__Amikacin__South East,South East,8.31
10353,South East,Amikacin,2025-06-01,0.7,p_aeruginosa,p_aeruginosa__Amikacin__South East,South East,30.92
10354,South East,Carbapenems,2025-06-01,4.4,p_aeruginosa,p_aeruginosa__Carbapenems__South East,South East,1.35
10355,South East,Carbapenems,2025-06-01,4.4,p_aeruginosa,p_aeruginosa__Carbapenems__South East,South East,0.8
10356,South East,Carbapenems,2025-06-01,4.4,p_aeruginosa,p_aeruginosa__Carbapenems__South East,South East,8.31
10357,South East,Carbapenems,2025-06-01,4.4,p_aeruginosa,p_aeruginosa__Carbapenems__South East,South East,30.92
10358,South East,Ceftazidime,2025-06-01,3.16,p_aeruginosa,p_aeruginosa__Ceftazidime__South East,South East,1.35
10359,South East,Ceftazidime,2025-06-01,3.16,p_aeruginosa,p_aeruginosa__Ceftazidime__South East,South East,0.8
10360,South East,Ceftazidime,2025-06-01,3.16,p_aeruginosa,p_aeruginosa__Ceftazidime__South East,South East,8.31
10361,South East,Ceftazidime,2025-06-01,3.16,p_aeruginosa,p_aeruginosa__Ceftazidime__South East,South East,30.92
10362,South East,Ciprofloxacin,2025-06-01,8.44,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South East,South East,1.35
10363,South East,Ciprofloxacin,2025-06-01,8.44,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South East,South East,0.8
10364,South East,Ciprofloxacin,2025-06-01,8.44,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South East,South East,8.31
10365,South East,Ciprofloxacin,2025-06-01,8.44,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South East,South East,30.92
10366,South East,Piperacillin with tazobactam,2025-06-01,5.73,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South East,South East,1.35
10367,South East,Piperacillin with tazobactam,2025-06-01,5.73,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South East,South East,0.8
10368,South East,Piperacillin with tazobactam,2025-06-01,5.73,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South East,South East,8.31
10369,South East,Piperacillin with tazobactam,2025-06-01,5.73,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South East,South East,30.92
10370,South East,Macrolides,2025-06-01,5.16,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.35
10371,South East,Macrolides,2025-06-01,5.16,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.8
10372,South East,Macrolides,2025-06-01,5.16,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.31
10373,South East,Macrolides,2025-06-01,5.16,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,30.92
10374,South East,Penicillin,2025-06-01,1.32,s_pneumoniae,s_pneumoniae__Penicillin__South East,South East,1.35
10375,South East,Penicillin,2025-06-01,1.32,s_pneumoniae,s_pneumoniae__Penicillin__South East,South East,0.8
10376,South East,Penicillin,2025-06-01,1.32,s_pneumoniae,s_pneumoniae__Penicillin__South East,South East,8.31
10377,South East,Penicillin,2025-06-01,1.32,s_pneumoniae,s_pneumoniae__Penicillin__South East,South East,30.92
10378,South West,Glycopeptides,2020-08-01,24.0,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.37
10379,South West,Glycopeptides,2020-08-01,17.33,e_faecium,e_faecium__Glycopeptides__South West,South West,1.37
10380,South West,Amikacin,2020-08-01,1.67,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.37
10381,South West,Carbapenems,2020-08-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.37
10382,South West,Ciprofloxacin,2020-08-01,9.77,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.37
10383,South West,Co-amoxiclav,2020-08-01,22.3,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.37
10384,South West,Gentamicin,2020-08-01,8.72,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.37
10385,South West,Piperacillin with tazobactam,2020-08-01,10.67,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.37
10386,South West,Third Generation Cephalosporins,2020-08-01,12.99,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.37
10387,South West,Amikacin,2020-08-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.37
10388,South West,Carbapenems,2020-08-01,2.67,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.37
10389,South West,Ceftazidime,2020-08-01,3.95,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.37
10390,South West,Ciprofloxacin,2020-08-01,4.41,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.37
10391,South West,Piperacillin with tazobactam,2020-08-01,11.27,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.37
10392,South West,Macrolides,2020-08-01,15.0,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.37
10393,South West,Penicillin,2020-08-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.37
10394,South West,Glycopeptides,2020-09-01,25.67,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.36
10395,South West,Glycopeptides,2020-09-01,20.67,e_faecium,e_faecium__Glycopeptides__South West,South West,1.36
10396,South West,Amikacin,2020-09-01,0.81,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.36
10397,South West,Carbapenems,2020-09-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.36
10398,South West,Ciprofloxacin,2020-09-01,6.67,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.36
10399,South West,Co-amoxiclav,2020-09-01,16.78,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.36
10400,South West,Gentamicin,2020-09-01,6.12,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.36
10401,South West,Piperacillin with tazobactam,2020-09-01,7.28,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.36
10402,South West,Third Generation Cephalosporins,2020-09-01,9.15,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.36
10403,South West,Amikacin,2020-09-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.36
10404,South West,Carbapenems,2020-09-01,7.06,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.36
10405,South West,Ceftazidime,2020-09-01,7.14,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.36
10406,South West,Ciprofloxacin,2020-09-01,3.75,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.36
10407,South West,Piperacillin with tazobactam,2020-09-01,12.2,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.36
10408,South West,Macrolides,2020-09-01,11.11,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.36
10409,South West,Penicillin,2020-09-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.36
10410,South West,Glycopeptides,2020-10-01,25.67,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.34
10411,South West,Glycopeptides,2020-10-01,22.33,e_faecium,e_faecium__Glycopeptides__South West,South West,1.34
10412,South West,Amikacin,2020-10-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.34
10413,South West,Carbapenems,2020-10-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.34
10414,South West,Ciprofloxacin,2020-10-01,7.76,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.34
10415,South West,Co-amoxiclav,2020-10-01,22.31,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.34
10416,South West,Gentamicin,2020-10-01,7.75,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.34
10417,South West,Piperacillin with tazobactam,2020-10-01,9.16,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.34
10418,South West,Third Generation Cephalosporins,2020-10-01,9.77,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.34
10419,South West,Amikacin,2020-10-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.34
10420,South West,Carbapenems,2020-10-01,10.26,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.34
10421,South West,Ceftazidime,2020-10-01,10.13,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.34
10422,South West,Ciprofloxacin,2020-10-01,5.26,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.34
10423,South West,Piperacillin with tazobactam,2020-10-01,14.1,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.34
10424,South West,Macrolides,2020-10-01,9.09,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.34
10425,South West,Penicillin,2020-10-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.34
10426,South West,Glycopeptides,2020-11-01,23.67,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.32
10427,South West,Glycopeptides,2020-11-01,24.67,e_faecium,e_faecium__Glycopeptides__South West,South West,1.32
10428,South West,Amikacin,2020-11-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.32
10429,South West,Carbapenems,2020-11-01,0.86,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.32
10430,South West,Ciprofloxacin,2020-11-01,4.76,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.32
10431,South West,Co-amoxiclav,2020-11-01,17.39,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.32
10432,South West,Gentamicin,2020-11-01,5.26,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.32
10433,South West,Piperacillin with tazobactam,2020-11-01,7.89,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.32
10434,South West,Third Generation Cephalosporins,2020-11-01,8.62,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.32
10435,South West,Amikacin,2020-11-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.32
10436,South West,Carbapenems,2020-11-01,10.96,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.32
10437,South West,Ceftazidime,2020-11-01,8.11,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.32
10438,South West,Ciprofloxacin,2020-11-01,4.17,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.32
10439,South West,Piperacillin with tazobactam,2020-11-01,10.67,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.32
10440,South West,Macrolides,2020-11-01,7.89,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.32
10441,South West,Penicillin,2020-11-01,3.12,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.32
10442,South West,Glycopeptides,2020-12-01,21.67,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.28
10443,South West,Glycopeptides,2020-12-01,26.33,e_faecium,e_faecium__Glycopeptides__South West,South West,1.28
10444,South West,Amikacin,2020-12-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.28
10445,South West,Carbapenems,2020-12-01,0.84,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.28
10446,South West,Ciprofloxacin,2020-12-01,8.18,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.28
10447,South West,Co-amoxiclav,2020-12-01,25.21,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.28
10448,South West,Gentamicin,2020-12-01,7.63,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.28
10449,South West,Piperacillin with tazobactam,2020-12-01,16.1,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.28
10450,South West,Third Generation Cephalosporins,2020-12-01,13.33,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.28
10451,South West,Amikacin,2020-12-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.28
10452,South West,Carbapenems,2020-12-01,8.11,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.28
10453,South West,Ceftazidime,2020-12-01,9.33,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.28
10454,South West,Ciprofloxacin,2020-12-01,5.41,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.28
10455,South West,Piperacillin with tazobactam,2020-12-01,10.81,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.28
10456,South West,Macrolides,2020-12-01,2.86,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.28
10457,South West,Penicillin,2020-12-01,3.12,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.28
10458,South West,Glycopeptides,2021-01-01,21.67,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.22
10459,South West,Glycopeptides,2021-01-01,30.67,e_faecium,e_faecium__Glycopeptides__South West,South West,1.22
10460,South West,Amikacin,2021-01-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.22
10461,South West,Carbapenems,2021-01-01,0.73,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.22
10462,South West,Ciprofloxacin,2021-01-01,12.0,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.22
10463,South West,Co-amoxiclav,2021-01-01,24.06,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.22
10464,South West,Gentamicin,2021-01-01,9.09,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.22
10465,South West,Piperacillin with tazobactam,2021-01-01,16.18,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.22
10466,South West,Third Generation Cephalosporins,2021-01-01,15.22,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.22
10467,South West,Amikacin,2021-01-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.22
10468,South West,Carbapenems,2021-01-01,5.0,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.22
10469,South West,Ceftazidime,2021-01-01,7.79,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.22
10470,South West,Ciprofloxacin,2021-01-01,5.26,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.22
10471,South West,Piperacillin with tazobactam,2021-01-01,10.39,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.22
10472,South West,Macrolides,2021-01-01,3.23,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.22
10473,South West,Penicillin,2021-01-01,3.45,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.22
10474,South West,Glycopeptides,2021-02-01,22.0,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.19
10475,South West,Glycopeptides,2021-02-01,29.33,e_faecium,e_faecium__Glycopeptides__South West,South West,1.19
10476,South West,Amikacin,2021-02-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.19
10477,South West,Carbapenems,2021-02-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.19
10478,South West,Ciprofloxacin,2021-02-01,12.4,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.19
10479,South West,Co-amoxiclav,2021-02-01,24.29,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.19
10480,South West,Gentamicin,2021-02-01,8.63,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.19
10481,South West,Piperacillin with tazobactam,2021-02-01,16.31,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.19
10482,South West,Third Generation Cephalosporins,2021-02-01,11.89,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.19
10483,South West,Amikacin,2021-02-01,0.0,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.19
10484,South West,Carbapenems,2021-02-01,5.06,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.19
10485,South West,Ceftazidime,2021-02-01,9.21,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.19
10486,South West,Ciprofloxacin,2021-02-01,5.33,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.19
10487,South West,Piperacillin with tazobactam,2021-02-01,12.33,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.19
10488,South West,Macrolides,2021-02-01,4.0,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.19
10489,South West,Penicillin,2021-02-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.19
10490,South West,Glycopeptides,2021-03-01,21.67,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.16
10491,South West,Glycopeptides,2021-03-01,33.0,e_faecium,e_faecium__Glycopeptides__South West,South West,1.16
10492,South West,Amikacin,2021-03-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.16
10493,South West,Carbapenems,2021-03-01,0.0,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.16
10494,South West,Ciprofloxacin,2021-03-01,13.77,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.16
10495,South West,Co-amoxiclav,2021-03-01,23.68,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.16
10496,South West,Gentamicin,2021-03-01,12.42,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.16
10497,South West,Piperacillin with tazobactam,2021-03-01,14.84,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.16
10498,South West,Third Generation Cephalosporins,2021-03-01,10.83,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.16
10499,South West,Amikacin,2021-03-01,1.92,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.16
10500,South West,Carbapenems,2021-03-01,5.71,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.16
10501,South West,Ceftazidime,2021-03-01,4.48,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.16
10502,South West,Ciprofloxacin,2021-03-01,4.76,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.16
10503,South West,Piperacillin with tazobactam,2021-03-01,12.12,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.16
10504,South West,Macrolides,2021-03-01,5.26,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.16
10505,South West,Penicillin,2021-03-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.16
10506,South West,Glycopeptides,2021-04-01,24.33,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.14
10507,South West,Glycopeptides,2021-04-01,31.0,e_faecium,e_faecium__Glycopeptides__South West,South West,1.14
10508,South West,Amikacin,2021-04-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.14
10509,South West,Carbapenems,2021-04-01,0.66,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.14
10510,South West,Ciprofloxacin,2021-04-01,13.24,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.14
10511,South West,Co-amoxiclav,2021-04-01,24.83,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.14
10512,South West,Gentamicin,2021-04-01,11.26,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.14
10513,South West,Piperacillin with tazobactam,2021-04-01,16.0,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.14
10514,South West,Third Generation Cephalosporins,2021-04-01,12.0,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.14
10515,South West,Amikacin,2021-04-01,2.17,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.14
10516,South West,Carbapenems,2021-04-01,6.45,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.14
10517,South West,Ceftazidime,2021-04-01,4.92,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.14
10518,South West,Ciprofloxacin,2021-04-01,6.78,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.14
10519,South West,Piperacillin with tazobactam,2021-04-01,10.0,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.14
10520,South West,Macrolides,2021-04-01,4.35,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.14
10521,South West,Penicillin,2021-04-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.14
10522,South West,Glycopeptides,2021-05-01,24.33,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.14
10523,South West,Glycopeptides,2021-05-01,29.0,e_faecium,e_faecium__Glycopeptides__South West,South West,1.14
10524,South West,Amikacin,2021-05-01,0.0,k_pneumoniae,k_pneumoniae__Amikacin__South West,South West,1.14
10525,South West,Carbapenems,2021-05-01,0.65,k_pneumoniae,k_pneumoniae__Carbapenems__South West,South West,1.14
10526,South West,Ciprofloxacin,2021-05-01,11.76,k_pneumoniae,k_pneumoniae__Ciprofloxacin__South West,South West,1.14
10527,South West,Co-amoxiclav,2021-05-01,26.49,k_pneumoniae,k_pneumoniae__Co-amoxiclav__South West,South West,1.14
10528,South West,Gentamicin,2021-05-01,10.6,k_pneumoniae,k_pneumoniae__Gentamicin__South West,South West,1.14
10529,South West,Piperacillin with tazobactam,2021-05-01,18.83,k_pneumoniae,k_pneumoniae__Piperacillin with tazobactam__South West,South West,1.14
10530,South West,Third Generation Cephalosporins,2021-05-01,13.73,k_pneumoniae,k_pneumoniae__Third Generation Cephalosporins__South West,South West,1.14
10531,South West,Amikacin,2021-05-01,1.79,p_aeruginosa,p_aeruginosa__Amikacin__South West,South West,1.14
10532,South West,Carbapenems,2021-05-01,5.48,p_aeruginosa,p_aeruginosa__Carbapenems__South West,South West,1.14
10533,South West,Ceftazidime,2021-05-01,5.48,p_aeruginosa,p_aeruginosa__Ceftazidime__South West,South West,1.14
10534,South West,Ciprofloxacin,2021-05-01,7.35,p_aeruginosa,p_aeruginosa__Ciprofloxacin__South West,South West,1.14
10535,South West,Piperacillin with tazobactam,2021-05-01,8.0,p_aeruginosa,p_aeruginosa__Piperacillin with tazobactam__South West,South West,1.14
10536,South West,Macrolides,2021-05-01,2.7,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.14
10537,South West,Penicillin,2021-05-01,0.0,s_pneumoniae,s_pneumoniae__Penicillin__South West,South West,1.14
10538,South West,Glycopeptides,2021-06-01,25.33,e_faecalis,e_faecalis__Glycopeptides__South West,South West,1.15
10539,South West,Glycopeptides,2021-06-01,25.0,e_faecium,e_faecium__Glycopeptides__South West,South West,1.15
