theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,in_reporting_delay_period,metric_value,metric_value,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2023,01/04/2023,FALSE,248.67,13.81,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2023,01/03/2023,FALSE,250.67,11.84,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2023,01/02/2023,FALSE,241.67,12.41,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2023,01/01/2023,FALSE,247,12.69,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/12/2022,FALSE,250.67,14.49,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/11/2022,FALSE,269.33,14.73,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/10/2022,FALSE,279,14.7,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/09/2022,FALSE,280.67,14.49,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/08/2022,FALSE,267.67,12.83,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/07/2022,FALSE,258.33,13.16,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/06/2022,FALSE,257,13.23,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/05/2022,FALSE,246.33,13.53,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/04/2022,FALSE,232,12.5,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/03/2022,FALSE,221.67,12.78,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/02/2022,FALSE,217.33,11.5,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2022,01/01/2022,FALSE,217,11.83,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/12/2021,FALSE,234.33,10.53,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/11/2021,FALSE,258.67,11.6,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/10/2021,FALSE,286.67,12.09,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/09/2021,FALSE,297.67,12.54,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/08/2021,FALSE,298.33,13.3,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/07/2021,FALSE,295.67,12.97,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/06/2021,FALSE,291.67,13.14,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/05/2021,FALSE,289.67,12.89,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/04/2021,FALSE,273.67,12.67,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/03/2021,FALSE,254,11.02,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/02/2021,FALSE,236,9.04,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2021,01/01/2021,FALSE,227.67,8.93,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2020,01/12/2020,FALSE,220.67,9.82,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2020,01/11/2020,FALSE,226,10.03,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2020,01/10/2020,FALSE,230.67,8.67,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2020,01/09/2020,FALSE,240,9.31,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,East Midlands,e-coli_testing_bacteraemiaNumberTestedRollingMonth,all,all,Third Generation Cephalosporins,2020,01/08/2020,FALSE,230.67,10.84,
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/06/2025,FALSE,01-Jun-25,334,4.39
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/05/2025,FALSE,01-May-25,322,4.76
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/04/2025,FALSE,01-Apr-25,311.67,3.85
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/03/2025,FALSE,01-Mar-25,320.67,4.05
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/02/2025,FALSE,01-Feb-25,313.67,3.93
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2025,01/01/2025,FALSE,01-Jan-25,330,4.65
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/12/2024,FALSE,01-Dec-24,325,5.54
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/11/2024,FALSE,01-Nov-24,334.67,5.18
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/10/2024,FALSE,01-Oct-24,335,4.68
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/09/2024,FALSE,01-Sep-24,340.33,3.72
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/08/2024,FALSE,01-Aug-24,341.33,3.12
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/07/2024,FALSE,01-Jul-24,357.33,3.36
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/06/2024,FALSE,01-Jun-24,350,2.86
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/05/2024,FALSE,01-May-24,343.33,3.59
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/04/2024,FALSE,01-Apr-24,318,3.77
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/03/2024,FALSE,01-Mar-24,313.67,5.1
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/02/2024,FALSE,01-Feb-24,318.33,4.19
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2024,01/01/2024,FALSE,01-Jan-24,324,3.5
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/12/2023,FALSE,01-Dec-23,321,3.12
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/11/2023,FALSE,01-Nov-23,337,3.86
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/10/2023,FALSE,01-Oct-23,343.67,4.27
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/09/2023,FALSE,01-Sep-23,350,4.95
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/08/2023,FALSE,01-Aug-23,333.67,5.29
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/07/2023,FALSE,01-Jul-23,326,5.11
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/06/2023,FALSE,01-Jun-23,313.33,3.72
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/05/2023,FALSE,01-May-23,302,2.98
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/04/2023,FALSE,01-Apr-23,285.67,2.68
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/03/2023,FALSE,01-Mar-23,278.67,2.39
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/02/2023,FALSE,01-Feb-23,267.33,2.24
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2023,01/01/2023,FALSE,01-Jan-23,270.67,2.71
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/12/2022,FALSE,01-Dec-22,269.33,4.33
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/11/2022,FALSE,01-Nov-22,288.33,4.05
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/10/2022,FALSE,01-Oct-22,297.33,3.7
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/09/2022,FALSE,01-Sep-22,309.67,2.58
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/08/2022,FALSE,01-Aug-22,310,2.37
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/07/2022,FALSE,01-Jul-22,304.67,2.19
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/06/2022,FALSE,01-Jun-22,295.33,1.92
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/05/2022,FALSE,01-May-22,288.67,2.31
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/04/2022,FALSE,01-Apr-22,280.67,2.38
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/03/2022,FALSE,01-Mar-22,274.33,1.82
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/02/2022,FALSE,01-Feb-22,273.33,1.34
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2022,01/01/2022,FALSE,01-Jan-22,279,0.96
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/12/2021,FALSE,01-Dec-21,283.33,1.88
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/11/2021,FALSE,01-Nov-21,272.33,1.47
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/10/2021,FALSE,01-Oct-21,280,1.79
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/09/2021,FALSE,01-Sep-21,297.33,1.01
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/08/2021,FALSE,01-Aug-21,303.67,1.32
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/07/2021,FALSE,01-Jul-21,292.67,0.91
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/06/2021,FALSE,01-Jun-21,281.67,0.83
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/05/2021,FALSE,01-May-21,286.33,0.47
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/04/2021,FALSE,01-Apr-21,284,0.59
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/03/2021,FALSE,01-Mar-21,268,1.12
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/02/2021,FALSE,01-Feb-21,270,1.6
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2021,01/01/2021,FALSE,01-Jan-21,286.33,1.16
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/12/2020,FALSE,01-Dec-20,296,0.9
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/11/2020,FALSE,01-Nov-20,286.33,0.47
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/10/2020,FALSE,01-Oct-20,272.67,0.61
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/09/2020,FALSE,01-Sep-20,276.33,0.36
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Amikacin,2020,01/08/2020,FALSE,01-Aug-20,284.33,0.7
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/06/2025,FALSE,01-Jun-25,355,0.47
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/05/2025,FALSE,01-May-25,347.67,0.19
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/04/2025,FALSE,01-Apr-25,337,0.3
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/03/2025,FALSE,01-Mar-25,346.67,0.38
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/02/2025,FALSE,01-Feb-25,337.33,0.4
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2025,01/01/2025,FALSE,01-Jan-25,356.33,0.19
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/12/2024,FALSE,01-Dec-24,354,0
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/11/2024,FALSE,01-Nov-24,364.67,0
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/10/2024,FALSE,01-Oct-24,365,0.09
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/09/2024,FALSE,01-Sep-24,372.33,0.18
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/08/2024,FALSE,01-Aug-24,370.33,0.18
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/07/2024,FALSE,01-Jul-24,383,0.17
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/06/2024,FALSE,01-Jun-24,368.33,0.27
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/05/2024,FALSE,01-May-24,360.33,0.28
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/04/2024,FALSE,01-Apr-24,335.33,0.2
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/03/2024,FALSE,01-Mar-24,334.67,0
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/02/2024,FALSE,01-Feb-24,339,0
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2024,01/01/2024,FALSE,01-Jan-24,347,0.1
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/12/2023,FALSE,01-Dec-23,344.67,0.19
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/11/2023,FALSE,01-Nov-23,361.33,0.18
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/10/2023,FALSE,01-Oct-23,369.33,0.09
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/09/2023,FALSE,01-Sep-23,374.67,0.18
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/08/2023,FALSE,01-Aug-23,361.33,0.18
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/07/2023,FALSE,01-Jul-23,354.67,0.19
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/06/2023,FALSE,01-Jun-23,342.33,0.1
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/05/2023,FALSE,01-May-23,332.33,0.1
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/04/2023,FALSE,01-Apr-23,311.33,0.11
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/03/2023,FALSE,01-Mar-23,301,0
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/02/2023,FALSE,01-Feb-23,285.67,0
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2023,01/01/2023,FALSE,01-Jan-23,289.33,0.12
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/12/2022,FALSE,01-Dec-22,290.33,0.11
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/11/2022,FALSE,01-Nov-22,312,0.11
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/10/2022,FALSE,01-Oct-22,324,0.1
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/09/2022,FALSE,01-Sep-22,337,0.1
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/08/2022,FALSE,01-Aug-22,331,0.2
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/07/2022,FALSE,01-Jul-22,324.67,0.1
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/06/2022,FALSE,01-Jun-22,313.33,0.11
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/05/2022,FALSE,01-May-22,309,0
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/04/2022,FALSE,01-Apr-22,298,0
infectious_disease,antimicrobial_resistance,E-coli,UKHSA Region,West Midlands,e-coli_testing_bacteraemiaPercentResistantRollingMonth,all,all,Carbapenems,2022,01/03/2022,FALSE,01-Mar-22,290.33,0
